Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender,Stroke
"KESIL', Denys",2000,UKR,01:57.7,25.89,30.24,31.14,m,Freestyle
"MILAK, Kristof",2000,HUN,01:58.1,26.18,30.43,31.54,m,Freestyle
"KUAN-HUNG, Wang",2002,TPE,01:58.7,26.74,30.36,30.91,m,Freestyle
"BURDISSO, Federico",2001,ITA,01:59.8,25.63,29.32,31.71,m,Freestyle
"PARK, Junghun",2001,KOR,02:00.5,26.57,30.67,31.68,m,Freestyle
"SIRE FIGUERAS, Ferran",2001,ESP,02:01.4,27.66,30.59,31.42,m,Freestyle
"ISHIKAWA, Shinnosuke",2000,JPN,02:01.5,26.19,30.71,31.8,m,Freestyle
"JOHNSON, Jake",2000,USA,02:01.6,27.01,30.57,31.8,m,Freestyle
"PONTI, Noe",2001,SUI,02:01.7,26.99,31.29,31.21,m,Freestyle
"TROYANOVS'KYY, Igor",2002,UKR,02:01.8,27.13,30.74,31.72,m,Freestyle
"SHEN, Jiahao",2001,CHN,02:01.8,26.91,30.68,32.6,m,Freestyle
"HLOBEN, Adam",2001,CZE,02:02.5,27.43,32.01,31.27,m,Freestyle
"DU PREEZ, Ethan M",2003,RSA,02:02.8,26.69,29.7,32.46,m,Freestyle
"ONG, Jung Yi",2001,SGP,02:03.0,26.95,30.48,33.24,m,Freestyle
"INGENRIETH, Maurice",2000,GER,02:03.1,26.68,31.06,31.62,m,Freestyle
"SHAMSHURYN, Ivan",2001,BLR,02:03.2,26.79,31.76,31.2,m,Freestyle
"ANDRADE, Enrique",2000,VEN,02:03.6,28.01,30.97,32.54,m,Freestyle
"ARROYO, Jarod A",2001,PUR,02:03.6,26.9,31.14,31.85,m,Freestyle
"LIM, Nicholas Owen",2001,HKG,02:04.1,27.19,30.53,32.35,m,Freestyle
"TURAN, Efe",2000,TUR,02:04.7,27.85,31.33,32.51,m,Freestyle
"YORKE, Kael",2000,TTO,02:05.0,27.02,31.69,32.29,m,Freestyle
"PASETA, Adrian P",2001,PER,02:05.0,27.49,31.23,32.61,m,Freestyle
"LIENDO, Joshua",2002,CAN,02:05.1,26.93,31.69,31.79,m,Freestyle
"MAJERSKI, Jakub",2000,POL,02:05.3,27.63,30.99,32.98,m,Freestyle
"KORDEZ, Gal",2000,SLO,02:05.6,26.86,31.46,31.69,m,Freestyle
"ABDELBAKY, Mohamed Ahmed",2000,EGY,02:05.8,28.49,31.04,33.11,m,Freestyle
"PETCHAKUL, Sarith",2001,THA,02:05.8,27.46,31.88,32.49,m,Freestyle
"KARACIC, Dominik",2000,CRO,02:06.4,27.66,31.88,33.61,m,Freestyle
"LOW, Low Zheng Yong",2002,MAS,02:06.9,28.04,32.85,32.84,m,Freestyle
"ARYALINGGA, Azel Zelmi",2001,INA,02:06.9,27.47,31.12,32.03,m,Freestyle
"SCHNAPP, Benjamin",2001,CHI,02:07.9,27.75,31.98,33.38,m,Freestyle
"TODOROV, Tihomir",2000,BUL,02:08.2,27.83,32.18,32.68,m,Freestyle
"GONZALEZ PINERO, Joaquin",2002,ARG,02:08.6,28.56,32.29,32.98,m,Freestyle
"BALAMANE, Moncef",2001,ALG,02:08.7,27.99,32.52,33.45,m,Freestyle
"SOAMMANUS, Jeerakit",2000,THA,02:12.0,28.48,31.59,35.31,m,Freestyle
"PUYO, Emilien",2003,MON,02:19.2,30.53,35.06,36.51,m,Freestyle
"BERECZ, Blanka",2002,HUN,02:10.4,29.95,32.98,33.47,f,Freestyle
"COETZEE, Dune",2002,RSA,02:11.7,29.53,33.04,34.42,f,Freestyle
"RYAN, Michaela",2002,AUS,02:13.1,29.5,33.64,35.23,f,Freestyle
"ROMAN MANTILLA, Maria Clara",2001,COL,02:13.2,31.03,33.58,34.36,f,Freestyle
"LAHTINEN, Laura",2003,FIN,02:13.5,29.36,33.8,34.46,f,Freestyle
"PESSANHA, Maria Luiza",2000,BRA,02:14.6,29.8,33.58,35.44,f,Freestyle
"LARASATI, Adinda",2000,INA,02:15.2,29.2,33.84,34.96,f,Freestyle
"PERMATAHANI, Azzahra",2002,INA,02:17.0,30.18,34.55,35.48,f,Freestyle
"COETZEE, Dune",2002,RSA,02:12.4,29.58,34.21,33.95,f,Freestyle
"BERECZ, Blanka",2002,HUN,02:12.6,30.85,33.88,33.3,f,Freestyle
"ROMAN MANTILLA, Maria Clara",2001,COL,02:13.6,31.24,33.61,34.51,f,Freestyle
"LAHTINEN, Laura",2003,FIN,02:14.2,29.92,34.06,34.89,f,Freestyle
"PESSANHA, Maria Luiza",2000,BRA,02:14.8,29.76,34.23,34.79,f,Freestyle
"PERMATAHANI, Azzahra",2002,INA,02:15.2,31,33.96,35.51,f,Freestyle
"RYAN, Michaela",2002,AUS,02:15.9,29.72,34.61,35.91,f,Freestyle
"LARASATI, Adinda",2000,INA,02:16.9,30.47,34.46,35.91,f,Freestyle
"STADNIK, Yuliua",2000,UKR,02:16.9,29.85,34.5,34.98,f,Freestyle
"DUHAMEL, Cyrielle",2000,FRA,02:18.3,30.79,35.12,35.87,f,Freestyle
"POLONSKY, Lea",2002,ISR,02:20.6,30.99,35.16,36.33,f,Freestyle
"LIN, Xintong",2000,CHN,02:21.0,29.35,36.21,37.02,f,Freestyle
"GUEVARA HERNANDEZ, Miriam Carolina",2000,MEX,02:22.7,30.51,34.82,37.51,f,Freestyle
"RAMIREZ, Jennifer",2002,HON,02:22.7,31.11,35.83,36.71,f,Freestyle
"OZKAN, Aleyna",2002,TUR,02:22.8,31.66,35.83,37.73,f,Freestyle
"ROCK, Katie",2003,ALB,02:33.1,32.5,38.42,39.38,f,Freestyle
"MUSITELLI, Enzo",2003,FRA,02:00.3,28.27,30.63,30.89,m,Freestyle
"RAMAUX, Lucas",2004,FRA,02:00.3,28.14,30.74,31.09,m,Freestyle
"MAZE, Arthur",2004,FRA,02:01.0,27.98,30.39,31.44,m,Freestyle
"DERANGERE, Neo",2005,FRA,02:02.2,28.55,31.29,31.11,m,Freestyle
"FADDA SAUVAGEOT, Romeo-Cesar",2007,FRA,02:02.2,27.75,30.82,31.62,m,Freestyle
"QUERLIN-ORILLARD, Tristan",2006,FRA,02:04.2,28.77,31.43,32.87,m,Freestyle
"ROBIN, Mateo",2005,FRA,02:04.3,28.64,31.71,33.05,m,Freestyle
"CUENIN, Lucas",2004,FRA,02:04.7,27.92,30.62,32.25,m,Freestyle
"BOVAY, Theo",2005,FRA,02:05.2,29.23,31.53,33.2,m,Freestyle
"BAYRAT, Aksel",2004,FRA,02:06.6,28,32.36,33.57,m,Freestyle
"FERRETTE-PEYRONNET, Nathan",2006,FRA,02:06.6,29.51,33.56,32.54,m,Freestyle
"JOLY, Mathieu",2005,FRA,02:07.0,28.97,32.22,32.62,m,Freestyle
"MERKEL, Luc",2005,FRA,02:07.0,28.63,33.21,33.51,m,Freestyle
"POSTAL, Adrien",2004,FRA,02:07.1,28.75,31.55,33.42,m,Freestyle
"ROLET, Adan",2006,FRA,02:07.2,29.42,33.58,31.98,m,Freestyle
"ESCARAVAGE, Quentin",2003,FRA,02:07.4,28.97,31.13,33.73,m,Freestyle
"LOPEZ, Thibaut",2007,FRA,02:08.7,30.01,32.55,33.81,m,Freestyle
"DEFOIS-PERNOT, Oscar",2008,FRA,02:10.6,29.6,33.12,33.89,m,Freestyle
"LE BAIL, Tom",2007,FRA,02:13.4,31.14,34.03,35.21,m,Freestyle
"DA COSTA, Sacha",2007,FRA,02:15.2,30.61,34.26,34.92,m,Freestyle
"PERRIOT-COMTE, Nathan",2008,FRA,02:18.2,31.92,34.53,36.29,m,Freestyle
"CHAMPMARTIN, Youri",2008,FRA,02:19.0,31.5,36.04,36.31,m,Freestyle
"BOIS, Mahe",2007,FRA,02:19.1,32.1,34.83,36.99,m,Freestyle
"MEFTAH SAOUES--POULOT, Loris",2008,FRA,02:19.4,30.77,35.44,36.69,m,Freestyle
"MUSITELLI, Enzo",2003,FRA,02:00.3,28.64,30.92,30.57,m,Freestyle
"RAMAUX, Lucas",2004,FRA,02:01.1,28.21,30.71,31.37,m,Freestyle
"MAZE, Arthur",2004,FRA,02:01.9,28.67,31.77,31.05,m,Freestyle
"DERANGERE, Neo",2005,FRA,02:02.0,27.82,30.51,31.75,m,Freestyle
"CUENIN, Lucas",2004,FRA,02:03.7,26.78,30.37,32.42,m,Freestyle
"FADDA SAUVAGEOT, Romeo-Cesar",2007,FRA,02:04.0,28.87,31.2,32.53,m,Freestyle
"POSTAL, Adrien",2004,FRA,02:05.5,29.12,31.99,32.04,m,Freestyle
"JOLY, Mathieu",2005,FRA,02:05.9,28.99,31.6,32.34,m,Freestyle
"ROBIN, Mateo",2005,FRA,02:06.1,29.07,31.91,32.6,m,Freestyle
"EL FAQIR, Wael",2006,FRA,02:06.2,28.94,31.39,33.13,m,Freestyle
"FERRETTE-PEYRONNET, Nathan",2006,FRA,02:06.4,28.78,32.23,33.01,m,Freestyle
"QUERLIN-ORILLARD, Tristan",2006,FRA,02:06.5,29.02,32.75,33.3,m,Freestyle
"BAYRAT, Aksel",2004,FRA,02:06.9,28.66,32.74,33.65,m,Freestyle
"BOVAY, Theo",2005,FRA,02:07.2,29.45,32.16,33.41,m,Freestyle
"MERKEL, Luc",2005,FRA,02:07.7,29.3,33.47,33.42,m,Freestyle
"ESCARAVAGE, Quentin",2003,FRA,02:07.8,29.25,32.57,33.98,m,Freestyle
"ROLET, Adan",2006,FRA,02:08.0,28.51,31.49,33.65,m,Freestyle
"BRENOT, Victor",2005,FRA,02:08.3,29.46,32.07,33.74,m,Freestyle
"GIRERD, Mathis",2005,FRA,02:08.4,29.6,32.08,34.39,m,Freestyle
"DRUET, Lenni",2006,FRA,02:09.2,29.65,32.28,33.66,m,Freestyle
"LAFFAGE, Nicolas",2004,FRA,02:09.4,29.64,32.37,33.61,m,Freestyle
"GILLET, Dorian",2005,FRA,02:10.2,30.72,33.35,33.38,m,Freestyle
"LOPEZ, Thibaut",2007,FRA,02:10.4,30.22,33.28,34.49,m,Freestyle
"CHAUVIN, Titouan",2003,FRA,02:10.5,28.8,32.02,34.45,m,Freestyle
"POSTAL, Pierre",2004,FRA,02:10.8,28.78,32.84,34.83,m,Freestyle
"ANDREOLI, Luca",2005,FRA,02:11.5,29.56,33.3,34.99,m,Freestyle
"PUYRAIMOND, Natan",2006,FRA,02:11.7,29.24,33.1,34.62,m,Freestyle
"PETITE, Yanis",2004,FRA,02:12.1,29.93,33.33,34.45,m,Freestyle
"OUDOT, Charles",2005,FRA,02:12.3,30.46,33.62,34.22,m,Freestyle
"LAMBERT, Marius",2004,FRA,02:12.4,29.12,32.55,34.96,m,Freestyle
"DEFOIS-PERNOT, Oscar",2008,FRA,02:12.8,31.38,33.97,34.27,m,Freestyle
"JUSTINE, Nicolas",2006,FRA,02:13.2,29.82,33.82,35.18,m,Freestyle
"LE BAIL, Tom",2007,FRA,02:13.8,30.63,34.04,34.9,m,Freestyle
"BRUCKERT, Alois",2006,FRA,02:14.0,30.91,33.66,34.67,m,Freestyle
"RAVINET, Yann",2004,FRA,02:14.5,30.61,34.01,35.25,m,Freestyle
"DA SILVA-LENGLET, Auxence",2006,FRA,02:14.6,31.87,34.91,35.76,m,Freestyle
"ARNOULD, Mathis",2002,FRA,02:14.9,30.96,35.03,35.79,m,Freestyle
"CHAUSSE, Adrian",2004,FRA,02:14.9,29.43,33.35,36.02,m,Freestyle
"DA COSTA, Sacha",2007,FRA,02:16.0,31.16,34.47,35.78,m,Freestyle
"CHARLES, Melvin",2004,FRA,02:16.0,30.58,34.8,35.7,m,Freestyle
"ALLANO, Remy",2001,FRA,02:17.8,30.17,34.97,37.94,m,Freestyle
"HUBNER, Martin",2006,FRA,02:18.0,31.47,34.54,36.14,m,Freestyle
"METEYER, Clovis",2005,FRA,02:18.6,32.58,35.47,36.77,m,Freestyle
"MOLLET, Maxime",2003,FRA,02:18.8,31.29,35.9,35.98,m,Freestyle
"PERRIOT-COMTE, Nathan",2008,FRA,02:18.9,31.87,35.39,36.21,m,Freestyle
"SERIN, Mathis",2005,FRA,02:19.7,30.45,35.53,37.05,m,Freestyle
"BELKENTAOUI, Elyas",2005,FRA,02:20.2,32.38,36.13,36.91,m,Freestyle
"CHAMPMARTIN, Youri",2008,FRA,02:20.2,31.71,35.97,37.19,m,Freestyle
"BOIS, Mahe",2007,FRA,02:20.4,30.88,35.59,37.35,m,Freestyle
"MEFTAH SAOUES--POULOT, Loris",2008,FRA,02:20.5,31.48,35.02,37.51,m,Freestyle
"SERIN, Timothee",2007,FRA,02:20.5,32.54,35.38,36.52,m,Freestyle
"SOUMAHORO, Inza",2008,FRA,02:21.0,31.62,36.09,37.36,m,Freestyle
"GUILLAUME, Enzo",2008,FRA,02:21.2,32.09,35.1,37.82,m,Freestyle
"VAUTRIN, Lilian",2007,FRA,02:22.4,31.16,35.5,37.94,m,Freestyle
"GUERIN, Maxence",2008,FRA,02:22.8,31.41,36.64,38.48,m,Freestyle
"CORDONNIER, Timothe",2006,FRA,02:23.6,31.66,37.02,37.82,m,Freestyle
"BLANDIN, Feodor",2008,FRA,02:23.6,32.61,37.09,38.52,m,Freestyle
"BEAUJON, Cyril",2008,FRA,02:24.5,33.22,37.28,38.87,m,Freestyle
"MADMOUNE, Camil",2007,FRA,02:25.3,32.55,37.87,38.77,m,Freestyle
"IRIMIE, Darius",2008,ROU,02:25.7,32.8,36.57,39.3,m,Freestyle
"TCHERNENKO, Owen",2008,FRA,02:25.9,31.5,36.72,39.82,m,Freestyle
"PERRIER, Tom",2008,FRA,02:26.5,33.25,38.14,39.27,m,Freestyle
"MARTIN, Raphael",2006,FRA,02:26.7,33,37.6,38.38,m,Freestyle
"BRIFFAUD, Valentin",2008,FRA,02:26.9,33.08,37.71,39.57,m,Freestyle
"BOURGEOIS, Pierre-Louis",2008,FRA,02:28.3,33.09,38.09,39.36,m,Freestyle
"CINI, Theo",2009,FRA,02:28.7,32.35,37.18,40.15,m,Freestyle
"NOIR, Lucas",2006,FRA,02:29.7,33.59,38,39.16,m,Freestyle
"MOREL, Maxime",2008,FRA,02:30.3,33.01,37.7,39.77,m,Freestyle
"BOURGEOIS, Paul-Frederic",2008,FRA,02:30.6,34.84,39.16,40.06,m,Freestyle
"CLECH, Etienne",2007,FRA,02:31.3,33.43,38.24,39.98,m,Freestyle
"SENTER, Esteban",2008,FRA,02:32.2,34.7,38.24,40.03,m,Freestyle
"BENSAFIA, Naell",2008,FRA,02:33.8,33.27,38.08,40.95,m,Freestyle
"BARON, Jean-Mathis",2008,FRA,02:34.1,36.39,39.66,40.5,m,Freestyle
"VOSSION, Anatole",2009,FRA,02:35.9,36.84,39.96,40.02,m,Freestyle
"TCHEROUKA, Noham",2008,FRA,02:36.6,35.06,40.38,41.67,m,Freestyle
"REMAUD, Lukas",2006,FRA,02:39.5,34.18,38.99,43.16,m,Freestyle
"LECHENAULT, Mathis",2006,FRA,02:40.5,34.7,40.62,42.57,m,Freestyle
"JORDAN, Antoine",2009,FRA,02:40.5,37.03,41.65,42.14,m,Freestyle
"GREMEAUX, Gaspard",2009,FRA,02:40.7,35.48,42.21,42.54,m,Freestyle
"VOSSION, Robin",2009,FRA,02:42.3,38.15,41.2,42.4,m,Freestyle
"VERVIER, Nathan",2009,FRA,02:45.3,37.02,41.98,44.03,m,Freestyle
"ROGGIA, Jessy",2009,FRA,02:46.0,36.55,42.65,44.6,m,Freestyle
"BOURIEZ, Lucien",2009,FRA,02:53.8,37.52,45.36,47.55,m,Freestyle
"AUBRY RONDEAU, Jovan",2009,FRA,02:58.2,37.84,46.15,47.61,m,Freestyle
"BIGUENET, Pauline",2002,FRA,02:11.6,30.36,33.29,34.2,f,Freestyle
"PREDINE, Alix",2006,FRA,02:14.2,31.19,33.78,34.55,f,Freestyle
"RABIA, Aya-Maria",2006,FRA,02:15.0,31.71,34.53,34.82,f,Freestyle
"MIR, Emilie",2005,FRA,02:16.2,31.43,34.54,35.58,f,Freestyle
"PILLOT, Sarah-Marie",2002,FRA,02:18.2,31.21,34.67,35.69,f,Freestyle
"NEMETH, Laura-Blanka",2007,HUN,02:18.8,33.19,35.65,34.86,f,Freestyle
"BARAN, Anna",2006,FRA,02:19.5,32,35.91,36.74,f,Freestyle
"LABALME, Lou",2007,FRA,02:19.7,31.9,34.95,36.94,f,Freestyle
"MELIS, Daphnee",2006,FRA,02:19.7,32.32,35.71,35.86,f,Freestyle
"MOISON, Maela",2002,FRA,02:20.3,32.13,36.2,36.48,f,Freestyle
"HAEGY-BEGRAND, Maya",2007,FRA,02:21.0,32.15,35.14,37.52,f,Freestyle
"WENGER, Margaux",2005,FRA,02:21.1,32.19,35.16,36.87,f,Freestyle
"STUDER, Heloise",2007,FRA,02:22.0,32.33,35.9,38.4,f,Freestyle
"BARAN, Jeanne",2001,FRA,02:24.4,33.06,36.31,38.27,f,Freestyle
"AUGUEUX, Emma",2008,FRA,02:24.8,34.19,37.23,37.82,f,Freestyle
"CLEMENT, Lilly",2008,FRA,02:25.1,32.31,36.79,37.95,f,Freestyle
"WUNSCHEL, Romane",2009,FRA,02:25.2,33.64,37.53,38.06,f,Freestyle
"PAOLI, Elea",2008,FRA,02:27.9,34.15,37.96,38.71,f,Freestyle
"HOAREAU, Sarah",2010,FRA,02:30.2,33.44,38.12,39.41,f,Freestyle
"HADHOUM, Jade",2008,FRA,02:30.2,33.86,38.55,40.57,f,Freestyle
"FAIVRE, Peneloppe",2008,FRA,02:31.7,34.99,38.25,39.55,f,Freestyle
"GAUTHIER, Anne-Sophie",2004,FRA,02:32.0,32.42,36.96,41.14,f,Freestyle
"BUATOIS, Eva",2009,FRA,02:33.1,33.97,38.77,41.28,f,Freestyle
"BARRAUX, Sohane",2009,FRA,02:36.2,35.46,40.51,40.27,f,Freestyle
"BIGUENET, Pauline",2002,FRA,02:12.4,29.94,33.43,34.39,f,Freestyle
"PREDINE, Alix",2006,FRA,02:15.4,30.85,34.4,34.7,f,Freestyle
"MIR, Emilie",2005,FRA,02:16.9,31.98,35.04,35.44,f,Freestyle
"PILLOT, Sarah-Marie",2002,FRA,02:17.1,31.61,34.77,35.13,f,Freestyle
"RABIA, Aya-Maria",2006,FRA,02:17.9,32.5,34.94,35.51,f,Freestyle
"BARAN, Anna",2006,FRA,02:19.2,31.95,34.97,36.17,f,Freestyle
"GAUTHIER, Jeanne-Lise",2008,FRA,02:19.7,30.98,35.37,36.86,f,Freestyle
"WENGER, Margaux",2005,FRA,02:20.0,32.31,34.96,36.49,f,Freestyle
"MOISON, Maela",2002,FRA,02:20.5,31.51,35.53,36.83,f,Freestyle
"LABALME, Lou",2007,FRA,02:20.9,33.22,35.76,36.92,f,Freestyle
"NEMETH, Laura-Blanka",2007,HUN,02:21.0,32.45,35.58,36.38,f,Freestyle
"MELIS, Daphnee",2006,FRA,02:21.2,33.16,36.36,36.45,f,Freestyle
"HAEGY-BEGRAND, Maya",2007,FRA,02:21.2,32.44,35.99,37.59,f,Freestyle
"STUDER, Heloise",2007,FRA,02:23.3,32.6,36.77,38.42,f,Freestyle
"GAUTHIER, Anne-Sophie",2004,FRA,02:23.5,33.02,35.65,38.19,f,Freestyle
"BARAN, Jeanne",2001,FRA,02:23.6,33.01,36.42,37.48,f,Freestyle
"CLEMENT, Lilly",2008,FRA,02:24.2,32.98,36.83,37.6,f,Freestyle
"FADDA SAUVAGEOT, Athena",2005,FRA,02:24.2,33.54,35.67,37.39,f,Freestyle
"VERDONCK, Florene",2006,FRA,02:25.7,33.59,36.92,37.97,f,Freestyle
"MAREUGE, Juliette",2004,FRA,02:26.1,32.78,37.11,38.44,f,Freestyle
"AUGUEUX, Emma",2008,FRA,02:26.2,34.19,37.6,38.13,f,Freestyle
"GAUTHIER, Marie-Emerence",2006,FRA,02:26.6,33.27,36.87,39.03,f,Freestyle
"FOSSIER, Jeanne",2005,FRA,02:27.2,32.61,37.45,38.7,f,Freestyle
"CUNEY, Jade",2007,FRA,02:27.8,32.3,37.37,39.11,f,Freestyle
"PAOLI, Elea",2008,FRA,02:28.3,32.98,37.17,39.6,f,Freestyle
"WUNSCHEL, Romane",2009,FRA,02:29.1,33.77,38.89,39.2,f,Freestyle
"PORIC, Sara",2006,BIH,02:29.3,32.42,37.13,40.32,f,Freestyle
"MIR, Lucie",2005,FRA,02:29.4,35.04,37.97,39.03,f,Freestyle
"HOAREAU, Sarah",2010,FRA,02:29.7,33.05,37.99,39.58,f,Freestyle
"SPIRIDONOV, Ryna",2006,FRA,02:30.2,33.84,38.11,38.69,f,Freestyle
"TSCHENN, Zelie",2004,FRA,02:30.7,33.92,38.14,40.8,f,Freestyle
"BENEDETTI, Camille",2006,FRA,02:30.7,34.73,38.53,39.08,f,Freestyle
"VAXELAIRE, Emma",2006,FRA,02:31.3,34.48,38.1,39.14,f,Freestyle
"REY, Lina",2005,FRA,02:32.5,33.3,38.88,40.94,f,Freestyle
"BUATOIS, Eva",2009,FRA,02:32.6,35.1,39.42,40.01,f,Freestyle
"HADHOUM, Jade",2008,FRA,02:32.9,32.79,38.29,41.61,f,Freestyle
"FAIVRE, Peneloppe",2008,FRA,02:32.9,34.8,38.63,40.34,f,Freestyle
"BARRAUX, Sohane",2009,FRA,02:33.6,34.51,39.65,41.61,f,Freestyle
"DELECLUSE-ROMAIN, Lola",2008,FRA,02:36.5,37.3,40.04,40.29,f,Freestyle
"COLLIN, Lea",2009,FRA,02:36.7,36.26,41.37,41.52,f,Freestyle
"LEBREF, Pauline",2009,FRA,02:37.1,36.7,40.73,41.52,f,Freestyle
"BINDA, Romie",2008,FRA,02:38.1,37.5,41.33,40.98,f,Freestyle
"MARSALLON, Louise",2008,FRA,02:38.7,37.28,40.86,42.29,f,Freestyle
"PELLE, Amelis",2008,FRA,02:39.0,33.91,39.92,42.9,f,Freestyle
"JEANNEROT, Julia",2008,FRA,02:39.0,36.08,41,41.61,f,Freestyle
"MASSELOT, Leane",2010,FRA,02:39.2,37.57,41.48,41.9,f,Freestyle
"BRIERLEY-MOYES, Nora",2009,FRA,02:39.4,36.51,41.99,42.25,f,Freestyle
"POEU, Lynah",2009,FRA,02:40.1,35.77,39.35,42.93,f,Freestyle
"IONESCU DORE, Maria-Anastasia",2009,ROU,02:41.7,36.58,41.09,42.58,f,Freestyle
"GORNET, Lola",2007,FRA,02:41.7,39.13,42.76,42.63,f,Freestyle
"COLOBERT, Livia",2010,FRA,02:42.1,37.32,42.27,42.3,f,Freestyle
"MOULENDA-PERROY, Axelle",2008,FRA,02:44.2,36.12,42.56,43.46,f,Freestyle
"MORENO, Julia",2009,FRA,02:45.0,36.98,41.74,44.1,f,Freestyle
"AZEMI, Manon",2004,FRA,02:45.2,35.77,41.76,44.47,f,Freestyle
"HEINRICH, Josepha",2010,FRA,02:45.3,38.2,41.92,42.66,f,Freestyle
"BACOT, Lilwen",2009,FRA,02:45.8,38.35,43.34,43.62,f,Freestyle
"PILLOT, Noemie",2009,FRA,02:47.0,37.35,43.12,43.81,f,Freestyle
"MARTIN, Maya",2010,FRA,02:52.1,38.84,42.81,45.9,f,Freestyle
"TROGNON, Tiphaine",2010,FRA,02:54.7,41.35,47.02,47.54,f,Freestyle
"CORMERY-VIOLLOT, Roxane",2010,FRA,03:00.8,41.12,46.96,48.13,f,Freestyle
"LI SARLIN, Charlotte",2010,FRA,03:03.4,41.52,47.48,48.86,f,Freestyle
"MALYUTIN, Martin",1999,RUS,01:44.8,24.87,26.41,27.24,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:45.2,24.88,26.5,26.98,m,Freestyle
"DEAN, Thomas",2000,GBR,01:45.3,24.4,27.03,27.06,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:45.7,24.97,27.26,27.43,m,Freestyle
"MILAK, Kristof",2000,HUN,01:45.7,23.96,27.07,27.55,m,Freestyle
"DJAKOVIC, Antonio",2002,SUI,01:46.1,24.6,26.8,27.47,m,Freestyle
"HANSON, Robin",2001,SWE,01:47.3,24.93,27.45,27.73,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:47.7,24.94,27.56,27.75,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:45.6,25.12,27.05,27.19,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:46.2,25.01,26.85,27.16,m,Freestyle
"DEAN, Thomas",2000,GBR,01:46.2,25.05,27.33,27.32,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:46.2,24.4,26.79,27.79,m,Freestyle
"DJAKOVIC, Antonio",2002,SUI,01:46.3,24.88,27.02,27.58,m,Freestyle
"HANSON, Robin",2001,SWE,01:46.5,24.73,27.03,27.74,m,Freestyle
"MILAK, Kristof",2000,HUN,01:46.8,25.34,27.09,27.96,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:47.1,25.05,27.17,27.55,m,Freestyle
"BALLO, Stefano",1993,ITA,01:47.1,25.06,27.13,27.66,m,Freestyle
"LIESS, Nils",1996,SUI,01:47.2,24.79,26.87,27.31,m,Freestyle
"ZIRK, Kregor",1999,EST,01:47.2,25.08,26.98,27.54,m,Freestyle
"CASTRO VALLE, Cesar",1999,ESP,01:47.2,25.15,27.3,27.33,m,Freestyle
"POTHAIN, Jordan",1994,FRA,01:47.6,24.9,27.07,27.94,m,Freestyle
"MEGLI, Filippo",1997,ITA,01:47.7,25.37,27.29,27.92,m,Freestyle
"GIREV, Ivan",2000,RUS,01:48.0,25.31,27.21,27.7,m,Freestyle
"ATSU, Jonathan",1996,FRA,01:48.1,25.16,27.31,27.63,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:46.3,25.14,27.11,27.29,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:46.9,25,27.18,27.81,m,Freestyle
"DEAN, Thomas",2000,GBR,01:46.9,24.32,26.86,27.81,m,Freestyle
"MILAK, Kristof",2000,HUN,01:47.3,25.36,27.35,27.6,m,Freestyle
"DJAKOVIC, Antonio",2002,SUI,01:47.3,25.15,27.13,28.04,m,Freestyle
"HANSON, Robin",2001,SWE,01:47.3,24.8,27.02,27.61,m,Freestyle
"MEGLI, Filippo",1997,ITA,01:47.4,25.03,26.77,27.57,m,Freestyle
"POTHAIN, Jordan",1994,FRA,01:47.4,24.74,27.18,27.76,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:47.5,25.25,26.94,27.67,m,Freestyle
"BALLO, Stefano",1993,ITA,01:47.7,25.36,27.47,27.74,m,Freestyle
"GIREV, Ivan",2000,RUS,01:47.7,25.32,27.27,27.62,m,Freestyle
"ZIRK, Kregor",1999,EST,01:47.8,25.3,27.48,27.59,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:47.8,24.83,27.44,28,m,Freestyle
"ATSU, Jonathan",1996,FRA,01:47.8,25.48,27.55,27.64,m,Freestyle
"DE TULLIO, Marco",2000,ITA,01:48.1,25.22,27.33,27.73,m,Freestyle
"SHCHEGOLEV, Aleksandr",2002,RUS,01:48.1,25.26,27.13,27.92,m,Freestyle
"LIESS, Nils",1996,SUI,01:48.1,24.85,26.57,27.78,m,Freestyle
"KRASNYKH, Alexander",1995,RUS,01:48.3,25.27,27.24,27.97,m,Freestyle
"CASTRO VALLE, Cesar",1999,ESP,01:48.4,25.1,27.27,27.87,m,Freestyle
"POPOVICI, David",2004,ROU,01:48.4,25.04,28.31,27.93,m,Freestyle
"SANCOV, Alexei",1999,MDA,01:48.4,25.71,27.63,27.57,m,Freestyle
"UENLUE, Baturalp",2002,TUR,01:48.4,25.42,27.47,27.89,m,Freestyle
"TESIC, Enzo",2000,FRA,01:48.5,25.53,27.5,28.07,m,Freestyle
"DE MEULEMEESTER, Sebastien",1998,BEL,01:48.5,25.32,27.43,27.99,m,Freestyle
